subdistrict,city,land_size_m2,building_size_m2,price_mio,certificate,bathroom,maid_bedroom,carport,maid_bathroom,floor_level,garage,kitchen,bedroom,living_room,dining_room,property_type,furniture,voltage_watt,property_condition,house_facing,water_source,corner_property,road_width,region_type
Penjaringan,Jakarta Utara,120.0,100.0,4400.0,Other,2,0,1,0,0,0,1,3,1,0,House Type 120,Furnished,3500.0,New,Northwest,Groundwater,False,13.0,city
Tanjung Priok,Jakarta Utara,140.0,100.0,2850.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 120,Semi Furnished,3300.0,New,South,Groundwater,False,5.0,city
Tanjung Priok,Jakarta Utara,108.0,100.0,2500.0,SHM,1,1,1,1,1,0,1,2,1,0,House Type 120,Unfurnished,3300.0,New,West,PAM/PDAM,False,5.0,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,Northwest,Groundwater,False,4.5,city
Tanjung Priok,Jakarta Utara,121.0,213.0,1150.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,2240.0,Renovated,North,Groundwater,False,5.4,city
Ciracas,Jakarta Timur,72.0,123.0,2200.0,SHM,3,0,0,0,0,0,1,3,1,1,House Type 200,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.0,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Koja,Jakarta Utara,40.0,80.0,1280.0,SHM,2,0,0,0,0,0,1,2,1,0,House Type 120,Unfurnished,2200.0,New,North,PAM/PDAM,False,4.9,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Limo,Depok,135.0,200.0,2300.0,SHM,3,1,1,0,2,0,1,4,1,0,House Type 200,Semi Furnished,2200.0,Renovated,North,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,412.0,470.0,17500.0,SHM,4,2,2,1,2.5,2,1,5,1,0,House Type >300,Unfurnished,16500.0,New,North,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,247.0,607.0,10900.0,SHM,4,2,2,2,0,3+,2,4,1,0,House Type >300,Unfurnished,5500.0,New,Northeast,Groundwater,False,5.5,city
Kebayoran Lama,Jakarta Selatan,392.0,435.0,10500.0,SHM,5,2,5,0,2,0,1,4,1,0,House Type >300,Unfurnished,7280.0,Well Maintained,North,Groundwater,False,5.0,city
Cilandak,Jakarta Selatan,184.0,286.0,5900.0,SHM,4,1,2,1,2.5,1,1,3,1,0,House Type 300,Semi Furnished,16500.0,Well Maintained,East,Groundwater,False,5.0,city
Kebayoran Baru,Jakarta Selatan,189.0,300.0,12500.0,SHM,4,1,2,1,3,2,1,4,1,0,House Type 300,Unfurnished,6600.0,Well Maintained,Northwest,Groundwater,False,5.0,city
Kebayoran Lama,Jakarta Selatan,120.0,280.0,125000.0,SHM,7,5,1,2,2,3+,1,4,1,0,House Type 300,Unfurnished,23000.0,Well Maintained,North,Groundwater,False,5.5,city
Kebayoran Lama,Jakarta Selatan,2050.0,1000.0,125000.0,SHM,5,5,5,2,2,3+,1,6,1,0,House Type >300,Unfurnished,23000.0,Well Maintained,North,Groundwater,False,5.5,city
Setiabudi,Jakarta Selatan,280.0,250.0,13500.0,SHM,5,1,1,1,2,1,1,5,1,0,House Type 300,Unfurnished,11000.0,Well Maintained,North,PAM/PDAM,False,7.5,city
Kelapa Dua,Kabupaten Tangerang,72.0,88.0,2100.0,Other,2,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,5.2,regency
Cinere,Depok,90.0,91.0,1845.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 120,Unfurnished,3300.0,Renovated,North,Groundwater,False,5.2,city
Pancoran Mas,Depok,84.0,50.0,900.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type 54,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,6.0,city
Serpong,Tangerang Selatan,105.0,105.0,2450.0,SHM,2,0,2,0,2,0,1,3,1,0,House Type 120,Semi Furnished,2200.0,Renovated,Northeast,Groundwater,False,5.0,city
Bogor Barat,Kota Bogor,136.0,220.0,1490.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Ciracas,Jakarta Timur,72.0,88.0,2000.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 120,Semi Furnished,1300.0,Renovated,North,Groundwater,False,4.0,city
Ciracas,Jakarta Timur,72.0,88.0,2000.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 120,Semi Furnished,1300.0,Renovated,North,Groundwater,False,4.0,city
Pesanggrahan,Jakarta Selatan,200.0,200.0,3500.0,SHM,3,1,2,1,2,2,1,3,1,0,House Type 200,Unfurnished,2200.0,New,Northeast,Groundwater,False,4.0,city
Penjaringan,Jakarta Utara,512.0,300.0,12900.0,SHM,4,1,2,1,2,0,1,5,1,0,House Type 300,Semi Furnished,7700.0,Renovated,Southeast,PAM/PDAM,True,5.5,city
Jatinegara,Jakarta Timur,180.0,350.0,5500.0,SHM,4,1,2,1,2,0,1,4,1,0,House Type >300,Furnished,4400.0,Well Maintained,North,Groundwater,False,5.0,city
Batuceper,Kota Tangerang,200.0,600.0,5800.0,SHM,4,1,2,1,3,3+,1,5,1,0,House Type >300,Semi Furnished,3300.0,Well Maintained,North,Groundwater,False,5.6,city
Penjaringan,Jakarta Utara,51.0,108.0,1780.0,SHM,4,0,1,0,3,0,1,3,1,0,House Type 120,Furnished,3500.0,Renovated,North,Groundwater,False,4.5,city
Senen,Jakarta Pusat,235.0,600.0,5900.0,SHM,4,1,4,0,4,1,1,5,1,0,House Type >300,Semi Furnished,7600.0,Renovated,Northwest,Groundwater,True,5.0,city
Tangerang,Kota Tangerang,1159.0,600.0,14000.0,Other,4,2,4,2,1.5,0,1,8,1,0,House Type >300,Semi Furnished,6600.0,New,North,PAM/PDAM,False,5.0,city
Pondok Gede,Kota Bekasi,214.0,213.0,2500.0,SHM,5,0,2,0,2.5,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,PAM/PDAM,True,5.0,city
Pondok Gede,Kota Bekasi,214.0,213.0,2500.0,SHM,5,0,0,0,2.5,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,PAM/PDAM,True,5.0,city
Pondok Gede,Kota Bekasi,214.0,213.0,2500.0,SHM,5,0,0,0,2.5,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,PAM/PDAM,True,5.0,city
Pondok Gede,Kota Bekasi,214.0,213.0,2500.0,SHM,5,0,2,0,2.5,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Well Maintained,East,PAM/PDAM,True,5.0,city
Sawangan,Depok,99.0,105.0,999.0,SHM,2,0,2,0,0,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,West,Groundwater,False,5.6,city
Ciputat Timur,Tangerang Selatan,250.0,350.0,5000.0,Other,5,0,0,0,2,0,1,6,1,0,House Type >300,Unfurnished,9500.0,Need Renovation,South,Groundwater,False,12.5,city
Setiabudi,Jakarta Selatan,180.0,100.0,6800.0,SHM,2,0,2,0,1,0,1,3,1,0,House Type 120,Unfurnished,5320.0,Need Renovation,East,Groundwater,False,5.0,city
Pamulang,Tangerang Selatan,148.0,79.0,1100.0,SHM,1,0,1,0,0,0,1,1,1,0,House Type 120,Unfurnished,2240.0,Renovated,Northeast,Groundwater,False,5.4,city
Bogor Barat,Kota Bogor,240.0,180.0,3900.0,SHM,4,0,1,0,2,0,1,4,1,0,House Type 200,Unfurnished,2200.0,Renovated,Northeast,Groundwater,True,5.5,city
Tanah Sareal,Kota Bogor,136.0,220.0,1490.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,New,South,PAM/PDAM,False,5.0,city
Serpong,Tangerang Selatan,185.0,165.0,3800.0,Other,2,1,0,1,2,0,1,3,1,0,House Type 200,Furnished,5500.0,New,Southeast,Groundwater,True,5.5,city
Tanah Sareal,Kota Bogor,136.0,220.0,1500.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,New,South,PAM/PDAM,False,5.0,city
Tanah Sareal,Kota Bogor,136.0,400.0,1290.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type >300,Furnished,2200.0,New,South,PAM/PDAM,False,4.5,city
Kemayoran,Jakarta Pusat,600.0,1800.0,13500.0,SHM,11+,0,0,0,0,0,1,9+,1,0,House Type >300,Unfurnished,2200.0,Need Renovation,North,Groundwater,False,5.0,city
Cikupa,Kabupaten Tangerang,157.0,203.0,1550.0,SHM,3,0,2,1,0,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Well Maintained,East,PAM/PDAM,False,5.0,regency
Bekasi Selatan,Kota Bekasi,60.0,120.0,681.0,SHM,2,0,0,0,2,0,1,1,1,0,House Type 120,Unfurnished,1300.0,Renovated,North,PAM/PDAM,False,5.0,city
Kalideres,Jakarta Barat,96.0,130.0,1650.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 200,Unfurnished,2200.0,New,Southeast,PAM/PDAM,False,4.0,city
Batuceper,Kota Tangerang,60.0,80.0,1250.0,SHM,3,0,0,0,2,0,1,3,1,0,House Type 120,Unfurnished,4400.0,New,West,Groundwater,False,4.5,city
Pondok Aren,Tangerang Selatan,78.0,50.0,682.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type 54,Unfurnished,2020.0,Renovated,North,Groundwater,False,5.1,city
Grogol Petamburan,Jakarta Barat,78.0,312.0,3200.0,SHM,6,0,0,0,4,0,1,9+,1,0,House Type >300,Unfurnished,10000.0,New,Northeast,PAM/PDAM,False,2.5,city
Tanjung Priok,Jakarta Utara,462.0,300.0,12500.0,SHM,8,0,3,0,2,0,1,9+,1,0,House Type 300,Unfurnished,5500.0,Renovated,West,Groundwater,False,5.0,city
Penjaringan,Jakarta Utara,300.0,760.0,8600.0,SHM,5,1,2,3,2,0,2,5,1,0,House Type >300,Semi Furnished,5500.0,Renovated,South,Groundwater,False,7.0,city
Tanjung Priok,Jakarta Utara,225.0,300.0,5200.0,SHM,3,0,2,0,2,0,1,4,1,0,House Type 300,Semi Furnished,5500.0,Well Maintained,North,Groundwater,False,5.0,city
Tebet,Jakarta Selatan,451.0,389.0,12000.0,SHM,6,0,0,0,2,0,2,7,1,0,House Type >300,Unfurnished,16500.0,Renovated,West,Groundwater,False,9.0,city
Kelapa Gading,Jakarta Utara,45.0,75.0,1170.0,SHM,3,1,1,0,2,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Renovated,North,Groundwater,False,5.0,city
Kelapa Gading,Jakarta Utara,60.0,100.0,1970.0,SHM,3,1,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,South,Groundwater,False,5.0,city
Tanjung Priok,Jakarta Utara,90.0,90.0,1850.0,SHM,1,0,2,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,North,Groundwater,False,5.0,city
Medan Satria,Kota Bekasi,72.0,71.0,1680.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 120,Furnished,2200.0,New,Northwest,Groundwater,False,4.0,city
Penjaringan,Jakarta Utara,140.0,180.0,3800.0,SHM,3,0,2,0,2,0,1,4,1,0,House Type 200,Semi Furnished,3500.0,Renovated,South,PAM/PDAM,False,5.0,city
Cilandak,Jakarta Selatan,137.0,100.0,3400.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,4040.0,Well Maintained,Northwest,Groundwater,False,5.0,city
Medan Satria,Kota Bekasi,72.0,71.0,1680.0,HGB,2,0,1,0,0,0,1,3,1,0,House Type 120,Furnished,2200.0,New,Northwest,Groundwater,False,4.0,city
Tanjung Priok,Jakarta Utara,98.0,200.0,2700.0,SHM,3,1,2,1,3.5,0,1,5,1,0,House Type 200,Unfurnished,5500.0,New,North,PAM/PDAM,False,5.2,city
Serpong Utara,Tangerang Selatan,90.0,120.0,2050.0,SHM,2,1,1,1,2,0,1,3,1,0,House Type 120,Unfurnished,3500.0,Renovated,North,Groundwater,False,4.5,city
Serpong Utara,Tangerang Selatan,112.0,150.0,2900.0,SHM,3,0,2,0,2,0,1,3,1,0,House Type 200,Unfurnished,3500.0,New,South,Groundwater,False,4.5,city
Grogol Petamburan,Jakarta Barat,500.0,650.0,41000.0,SHM,6,0,4,1,2,2,1,6,1,0,House Type >300,Semi Furnished,12100.0,Well Maintained,Northeast,Groundwater,True,5.5,city
Jatinegara,Jakarta Timur,300.0,790.0,5900.0,SHM,3,1,2,1,3,2,1,6,1,0,House Type >300,Furnished,16500.0,Renovated,North,PAM/PDAM,False,5.0,city
Gunung Putri,Kabupaten Bogor,185.0,200.0,3000.0,SHM,4,1,1,1,2,1,1,3,1,0,House Type 200,Furnished,4400.0,New,North,Groundwater,False,5.0,regency
Serpong Utara,Tangerang Selatan,119.0,150.0,2500.0,Other,1,1,1,0,0,0,1,4,1,0,House Type 200,Semi Furnished,3500.0,Renovated,Northeast,Groundwater,False,5.5,city
Karawaci,Kota Tangerang,66.0,36.0,275.0,SHM,1,0,1,0,0,0,1,1,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Menteng,Jakarta Pusat,659.0,800.0,38000.0,SHM,3,0,1,0,2,0,1,6,1,0,House Type >300,Semi Furnished,8000.0,Well Maintained,Northwest,Groundwater,False,5.0,city
Cikupa,Kabupaten Tangerang,160.0,200.0,3000.0,SHM,3,0,2,0,2,0,1,3,1,0,House Type 200,Semi Furnished,4400.0,New,North,Groundwater,True,5.0,regency
Kelapa Gading,Jakarta Utara,160.0,360.0,8400.0,SHM,3,1,1,1,3,1,1,4,1,0,House Type >300,Semi Furnished,7500.0,Renovated,South,Groundwater,False,7.1,city
Serpong Utara,Tangerang Selatan,778.0,700.0,20000.0,SHM,5,2,2,0,0,0,1,6,1,0,House Type >300,Unfurnished,11000.0,New,Southwest,Groundwater,True,5.5,city
Penjaringan,Jakarta Utara,325.0,500.0,11500.0,SHM,3,1,2,1,1.5,1,1,4,1,0,House Type >300,Semi Furnished,7700.0,Renovated,East,Groundwater,False,5.5,city
Cakung,Jakarta Timur,98.0,140.0,3200.0,Other,4,0,2,0,0,0,1,3,1,0,House Type 200,Unfurnished,3500.0,New,Northeast,Groundwater,False,5.5,city
Cengkareng,Jakarta Barat,90.0,122.0,1900.0,SHM,2,1,1,1,0,0,1,3,1,0,House Type 200,Semi Furnished,3500.0,Renovated,Southwest,Groundwater,False,4.7,city
Cengkareng,Jakarta Barat,211.0,162.0,3500.0,SHM,2,1,2,1,2,0,1,3,1,0,House Type 200,Semi Furnished,5500.0,Renovated,Northeast,PAM/PDAM,True,4.0,city
Bogor Barat,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Pancoran,Jakarta Selatan,300.0,220.0,8000.0,SHM,5,0,1,0,2,0,1,6,1,0,House Type 300,Semi Furnished,3500.0,Renovated,East,PAM/PDAM,False,6.5,city
Kelapa Gading,Jakarta Utara,108.0,150.0,3200.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 200,Unfurnished,3300.0,New,West,Groundwater,False,4.5,city
Kemayoran,Jakarta Pusat,243.0,200.0,4500.0,SHM,2,0,1,0,1,0,1,3,1,0,House Type 200,Unfurnished,2200.0,Need Renovation,East,Groundwater,False,12.5,city
Cempaka Putih,Jakarta Pusat,108.0,1200.0,3500.0,SHM,4,1,0,1,0,0,1,4,1,1,House Type >300,Semi Furnished,3500.0,Renovated,Northeast,PAM/PDAM,False,5.0,city
Pulo Gadung,Jakarta Timur,187.0,210.0,4200.0,SHM,4,1,3,0,2,0,1,4,1,0,House Type 300,Semi Furnished,3500.0,New,Southeast,PAM/PDAM,True,13.0,city
Kebon Jeruk,Jakarta Barat,250.0,300.0,6900.0,SHM,3,0,2,0,2,0,1,4,1,0,House Type 300,Unfurnished,7700.0,Need Renovation,Northeast,Groundwater,False,5.0,city
Kebon Jeruk,Jakarta Barat,300.0,500.0,9500.0,SHM,4,1,2,1,2.5,1,1,4,1,0,House Type >300,Semi Furnished,10000.0,New,North,Groundwater,False,6.0,city
Kebon Jeruk,Jakarta Barat,450.0,300.0,10500.0,SHM,3,0,2,0,0,2,1,4,1,0,House Type 300,Furnished,10000.0,Renovated,North,Groundwater,False,5.0,city
Cinere,Depok,170.0,150.0,2350.0,SHM,3,0,1,0,1,0,1,3,1,0,House Type 200,Unfurnished,3380.0,Well Maintained,Northeast,Groundwater,False,5.0,city
Tanjung Priok,Jakarta Utara,150.0,200.0,3700.0,SHM,2,1,2,1,2,0,1,4,1,0,House Type 200,Semi Furnished,3500.0,New,North,Groundwater,False,5.0,city
Cinere,Depok,351.0,122.0,1950.0,SHM,3,0,2,0,0,0,1,5,1,0,House Type 200,Unfurnished,2900.0,Well Maintained,Northwest,Groundwater,False,5.2,city
Tanjung Priok,Jakarta Utara,90.0,210.0,4300.0,SHM,2,1,1,1,3.5,1,1,3,1,0,House Type 300,Furnished,3500.0,Renovated,North,Groundwater,False,5.0,city
Tanjung Priok,Jakarta Utara,160.0,240.0,5900.0,SHM,2,1,2,1,2,0,1,5,1,0,House Type 300,Semi Furnished,4400.0,Renovated,South,Groundwater,False,5.0,city
Menteng,Jakarta Pusat,733.0,1100.0,45000.0,SHM,6,2,4,1,0,2,1,6,1,0,House Type >300,Semi Furnished,14000.0,Renovated,Northwest,PAM/PDAM,False,5.0,city
Cilandak,Jakarta Selatan,151.0,245.0,5800.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 300,Unfurnished,5500.0,New,Northeast,Groundwater,False,6.0,city
Cinere,Depok,351.0,122.0,1950.0,SHM,3,0,2,0,0,0,1,5,1,0,House Type 200,Unfurnished,2900.0,Well Maintained,Northwest,Groundwater,False,5.2,city
Cinere,Depok,300.0,150.0,1900.0,SHM,1,0,1,0,1,0,1,2,1,0,House Type 200,Unfurnished,3080.0,Well Maintained,Northwest,Groundwater,False,5.2,city
Mustika Jaya,Kota Bekasi,220.0,96.0,2000.0,SHM,1,0,1,0,2,0,1,1,1,0,House Type 120,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,5.2,city
Kalideres,Jakarta Barat,250.0,500.0,6500.0,SHM,4,1,1,1,3,0,1,5,1,0,House Type >300,Semi Furnished,4400.0,New,Northwest,PAM/PDAM,True,6.0,city
Kelapa Gading,Jakarta Utara,60.0,119.0,2980.0,Other,2,1,2,1,3,0,1,3,1,0,House Type 120,Unfurnished,3300.0,New,Northeast,PAM/PDAM,False,4.5,city
Kelapa Dua,Kabupaten Tangerang,136.0,138.0,3300.0,Other,5,0,0,0,3,0,1,5,1,0,House Type 200,Semi Furnished,5500.0,Well Maintained,Southwest,PAM/PDAM,True,4.0,regency
Tanah Sareal,Kota Bogor,320.0,600.0,4200.0,SHM,6,1,4,0,2,0,1,6,1,0,House Type >300,Furnished,3500.0,New,South,PAM/PDAM,True,5.0,city
Cakung,Jakarta Timur,98.0,115.0,2700.0,Other,4,1,0,1,2.5,0,1,3,1,0,House Type 120,Unfurnished,2900.0,New,Northwest,Groundwater,False,5.0,city
Tapos,Depok,153.0,165.0,2870.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 200,Unfurnished,3500.0,New,Northeast,Groundwater,False,4.5,city
Tapos,Depok,193.0,138.0,2870.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 200,Unfurnished,3500.0,New,North,Groundwater,True,5.0,city
Tapos,Depok,204.0,193.0,3630.0,SHM,3,0,0,0,0,0,1,3,1,0,House Type 200,Semi Furnished,3500.0,New,Northeast,Groundwater,True,4.0,city
Ciputat,Tangerang Selatan,82.0,60.0,750.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type 60,Semi Furnished,2020.0,Renovated,Northeast,Groundwater,False,5.1,city
Kelapa Dua,Kabupaten Tangerang,72.0,77.0,1850.0,Other,2,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,North,Groundwater,False,5.0,regency
Kemayoran,Jakarta Pusat,150.0,500.0,6000.0,HGB,3,0,0,0,3,0,1,4,1,0,House Type >300,Furnished,13780.0,Renovated,South,Groundwater,False,6.0,city
Cilincing,Jakarta Utara,184.0,220.0,1900.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,Groundwater,False,5.2,city
Pademangan,Jakarta Utara,120.0,112.0,4100.0,HGB,2,1,1,1,2,0,1,3,1,0,House Type 120,Furnished,3640.0,Well Maintained,Northwest,Groundwater,False,6.0,city
Cakung,Jakarta Timur,195.0,250.0,3000.0,HGB,3,1,2,1,2,0,1,5,1,0,House Type 300,Unfurnished,2200.0,New,North,PAM/PDAM,False,4.5,city
Cakung,Jakarta Timur,198.0,212.0,3050.0,SHM,3,1,1,1,2,1,1,5,1,0,House Type 300,Semi Furnished,3500.0,New,North,Groundwater,False,4.5,city
Cinere,Depok,200.0,365.0,3500.0,SHM,3,1,1,1,0,0,1,4,1,0,House Type >300,Semi Furnished,3080.0,New,Northeast,Groundwater,False,5.0,city
Cinere,Depok,105.0,93.0,1200.0,SHM,2,1,1,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,Northeast,Groundwater,False,5.0,city
Cilandak,Jakarta Selatan,206.0,290.0,5800.0,HGB,3,0,0,0,3,0,1,3,1,0,House Type 300,Unfurnished,6600.0,New,North,PAM/PDAM,False,5.0,city
Cakung,Jakarta Timur,105.0,85.0,1900.0,Other,2,1,2,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northeast,PAM/PDAM,False,5.0,city
Cakung,Jakarta Timur,102.0,76.0,1640.0,HGB,2,1,2,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,Northeast,PAM/PDAM,False,4.0,city
Cakung,Jakarta Timur,250.0,350.0,4000.0,SHM,3,1,2,1,2,1,1,4,1,0,House Type >300,Unfurnished,4400.0,Renovated,East,Groundwater,False,12.0,city
Cakung,Jakarta Timur,120.0,123.0,1850.0,SHM,3,1,0,1,2,0,1,3,1,0,House Type 200,Semi Furnished,5500.0,Well Maintained,South,Groundwater,False,4.2,city
Kelapa Gading,Jakarta Utara,165.0,320.0,3950.0,SHM,11+,0,0,0,4,0,1,9+,1,0,House Type >300,Furnished,4260.0,Renovated,North,Groundwater,True,5.0,city
Cinere,Depok,180.0,240.0,2900.0,SHM,2,1,0,1,0,0,1,3,1,0,House Type 300,Unfurnished,2200.0,Well Maintained,Northeast,Groundwater,False,4.5,city
Rawalumbu,Kota Bekasi,84.0,69.0,900.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 70,Unfurnished,2020.0,Renovated,South,Groundwater,False,6.0,city
Ciracas,Jakarta Timur,126.0,180.0,1950.0,SHM,2,0,2,0,2,0,2,2,1,0,House Type 200,Semi Furnished,2200.0,Renovated,Northwest,PAM/PDAM,False,5.0,city
Tanjung Priok,Jakarta Utara,120.0,225.0,3600.0,SHM,2,0,2,0,2.5,0,1,3,1,0,House Type 300,Semi Furnished,3500.0,New,North,Groundwater,False,5.0,city
Limo,Depok,119.0,45.0,920.0,SHM,10,0,1,0,0,0,1,2,1,0,House Type 45,Unfurnished,1840.0,Renovated,Northwest,Groundwater,False,6.0,city
Tanjung Priok,Jakarta Utara,250.0,350.0,10000.0,SHM,3,1,2,1,1.5,1,1,4,1,0,House Type >300,Semi Furnished,5500.0,New,Northeast,Groundwater,False,6.5,city
Tanjung Priok,Jakarta Utara,300.0,650.0,10500.0,SHM,4,0,2,0,3,1,1,3,1,0,House Type >300,Furnished,7280.0,New,East,Groundwater,False,5.5,city
Bogor Barat,Kota Bogor,135.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Penjaringan,Jakarta Utara,200.0,311.0,9900.0,Other,4,1,2,1,3,0,1,3,1,0,House Type >300,Unfurnished,5500.0,New,Northeast,Groundwater,False,7.5,city
Pagedangan,Kabupaten Tangerang,77.0,73.0,1600.0,SHM,2,0,0,0,2,0,1,2,1,0,House Type 120,Unfurnished,2200.0,New,North,Groundwater,False,4.0,regency
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Cimanggis,Depok,136.0,28.0,1550.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 36,Unfurnished,1840.0,New,South,Groundwater,False,5.0,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,Northwest,Groundwater,False,4.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,Northwest,Groundwater,False,4.5,city
Pondok Aren,Tangerang Selatan,144.0,220.0,3000.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,New,Northeast,PAM/PDAM,True,4.5,city
Cinere,Depok,135.0,200.0,2300.0,SHM,3,1,1,0,2,0,1,4,1,0,House Type 200,Semi Furnished,2200.0,Renovated,North,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,377.0,450.0,2500.0,SHM,5,0,2,0,2.5,0,1,6,1,0,House Type >300,Semi Furnished,4400.0,Renovated,East,PAM/PDAM,True,5.2,city
Pondok Gede,Kota Bekasi,214.0,213.0,8000.0,HGB,3,1,2,1,0,0,1,5,1,0,House Type 300,Furnished,7700.0,Renovated,East,Groundwater,False,6.5,city
Tanjung Priok,Jakarta Utara,270.0,300.0,5700.0,SHM,3,1,1,1,2,1,1,3,1,0,House Type 300,Unfurnished,5500.0,New,Southwest,PAM/PDAM,False,5.0,city
Kelapa Dua,Kabupaten Tangerang,246.0,149.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 200,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,regency
Bogor Barat,Kota Bogor,136.0,220.0,265.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Pasar Kemis,Kabupaten Tangerang,66.0,96.0,1400.0,Other,2,0,1,0,2,0,1,3,1,0,House Type 120,Furnished,3300.0,Renovated,North,Groundwater,False,4.0,regency
Bogor Barat,Kota Bogor,136.0,220.0,3100.0,HGB,2,0,1,0,0,0,1,4,1,0,House Type 300,Semi Furnished,2720.0,Renovated,North,Groundwater,False,4.5,city
Penjaringan,Jakarta Utara,150.0,150.0,6000.0,SHM,4,0,2,0,2.5,2,1,3,1,0,House Type 200,Semi Furnished,7700.0,Renovated,North,Groundwater,False,5.0,city
